,portfolio_vol_rolling
2024-06-21,0.06098353903480584
2024-06-24,0.06087403289368821
2024-06-25,0.060541003743905496
2024-06-26,0.06054063913496006
2024-06-27,0.06054285186164788
2024-06-28,0.05910871661220983
2024-07-01,0.05966646086949756
2024-07-02,0.059599664983339566
2024-07-03,0.059038661094919925
2024-07-04,0.059047613916435114
2024-07-05,0.0586579280851139
2024-07-08,0.05860692921346581
2024-07-09,0.05860479517494116
2024-07-10,0.05857935421104189
2024-07-11,0.05839515394078671
2024-07-12,0.054323182100068604
2024-07-15,0.05390021237584711
2024-07-16,0.053901449438953385
2024-07-17,0.05516565583289464
2024-07-18,0.05672308591434117
2024-07-19,0.05574766131621657
2024-07-22,0.055829527989681285
2024-07-23,0.05429134456679999
2024-07-24,0.054498330586470425
2024-07-25,0.055022008615940594
2024-07-26,0.054931810784508706
2024-07-29,0.054990499510536486
2024-07-30,0.054237318050412944
2024-07-31,0.05731315534143029
2024-08-01,0.057630329183219774
2024-08-02,0.07583964880714894
2024-08-05,0.0811871070729449
2024-08-06,0.08160911753199702
2024-08-07,0.08390379878480367
2024-08-08,0.08394231364486748
2024-08-09,0.08419191772267606
2024-08-12,0.08325253986777421
2024-08-13,0.08449067093328205
2024-08-14,0.08451028324235244
2024-08-15,0.086567758941916
2024-08-16,0.08648734387189025
2024-08-19,0.0865255052270726
2024-08-20,0.08655974298366172
2024-08-21,0.08636021413961917
2024-08-22,0.08631317426709517
2024-08-23,0.08606946298555476
2024-08-26,0.08591776575145509
2024-08-27,0.0858420183637962
2024-08-28,0.08526671456163641
2024-08-29,0.08593431879084205
2024-08-30,0.08599634034815276
2024-09-02,0.08496066621558858
2024-09-03,0.08571654635629701
2024-09-04,0.08695082350794042
2024-09-05,0.08722199686405761
2024-09-06,0.08880299066578938
2024-09-09,0.08939925184695667
2024-09-10,0.08953883757118285
2024-09-11,0.08950880571803611
2024-09-12,0.09275335859657147
2024-09-13,0.09299177959416885
2024-09-16,0.09313778235802879
2024-09-17,0.09335755151105667
2024-09-18,0.09346860525336602
2024-09-19,0.09514300392844652
2024-09-20,0.09557735185187329
2024-09-23,0.09598935035517484
2024-09-24,0.09600112434035812
2024-09-25,0.09592275360841006
2024-09-26,0.09558745336381078
2024-09-27,0.09563493239945448
2024-09-30,0.09561144603411115
2024-10-01,0.09564300973234047
2024-10-02,0.09566851804592787
2024-10-03,0.09573543025888731
2024-10-04,0.09595708171516722
2024-10-07,0.09580733709871209
2024-10-08,0.0957810201989978
2024-10-09,0.09625546974689822
2024-10-10,0.09628856527418984
2024-10-11,0.09638331057358397
2024-10-14,0.09537338762118813
2024-10-15,0.09450680059330872
2024-10-16,0.09396855036418485
2024-10-17,0.09441395036483706
2024-10-18,0.09323745387915079
2024-10-21,0.09028579022437475
2024-10-22,0.08990213402353654
2024-10-23,0.09010419710937063
2024-10-24,0.09011265043239979
2024-10-25,0.09015474483794025
2024-10-28,0.08774932362165674
2024-10-29,0.08702067404950918
2024-10-30,0.07070365594886513
2024-10-31,0.06761726579181997
2024-11-01,0.06776902966660747
2024-11-04,0.0665046528077928
2024-11-05,0.06673015879164966
2024-11-06,0.07853647575289074
2024-11-07,0.07880806470168966
2024-11-08,0.07838104423017388
2024-11-11,0.07927422480148735
2024-11-12,0.07747122409094964
2024-11-13,0.07748354273287071
2024-11-14,0.07748020128985121
2024-11-15,0.07910063689401443
2024-11-18,0.07911599306603596
2024-11-19,0.07910343807202194
2024-11-20,0.07910469330395005
2024-11-21,0.08036553639784878
2024-11-22,0.08141863989985
2024-11-25,0.08155137058239081
2024-11-26,0.08059327751222323
2024-11-27,0.08156491605067506
2024-11-28,0.08156892934540103
2024-11-29,0.08042503068586714
2024-12-02,0.07896194067007622
2024-12-03,0.0782492178485928
2024-12-04,0.07578219856945556
2024-12-05,0.07512683895195203
2024-12-06,0.07511579897058684
2024-12-09,0.07510518480022566
2024-12-10,0.07204940587922128
2024-12-11,0.07192317713698314
2024-12-12,0.07182012674369236
2024-12-13,0.07231432762185193
2024-12-16,0.07170402746860861
2024-12-17,0.07042005567657364
2024-12-18,0.0695043931398999
2024-12-19,0.07371676634382815
2024-12-20,0.07372049574552506
2024-12-23,0.07389042972712583
2024-12-24,0.07392523063842041
2024-12-25,0.07393102059456308
2024-12-26,0.07378771697475178
2024-12-27,0.07384693570684205
2024-12-30,0.07493632906912809
2024-12-31,0.07475480783160839
2025-01-01,0.07458468117558327
2025-01-02,0.07680654326374382
2025-01-03,0.07697585079449738
2025-01-06,0.07664292360346062
2025-01-07,0.07768501147398087
2025-01-08,0.07763110878722176
2025-01-09,0.07712590511720847
2025-01-10,0.07843852888197766
2025-01-13,0.07849346981931585
2025-01-14,0.07788885357195585
2025-01-15,0.08086470623036413
2025-01-16,0.08049612724338616
2025-01-17,0.08123376844708023
2025-01-20,0.08132924125027839
2025-01-21,0.08129991359715778
2025-01-22,0.0816166424932294
2025-01-23,0.08160099311101546
2025-01-24,0.08192490956572297
2025-01-27,0.08441946600223121
2025-01-28,0.08232784827885264
2025-01-29,0.08199332482687145
2025-01-30,0.08119425837983656
2025-01-31,0.0819466403431711
2025-02-03,0.07140247348225148
2025-02-04,0.07103775065980647
2025-02-05,0.07029122961079923
2025-02-06,0.07044639735887522
2025-02-07,0.0704548438261782
2025-02-10,0.07076011440730369
2025-02-11,0.0709503377002336
2025-02-12,0.06988469728167541
2025-02-13,0.07013759928322212
2025-02-14,0.0702675198198632
2025-02-17,0.07039672769289021
2025-02-18,0.06860842199943154
2025-02-19,0.06690588577305424
2025-02-20,0.06804092773248656
2025-02-21,0.06803129385316085
2025-02-24,0.0685381822427114
2025-02-25,0.07069868328133881
2025-02-26,0.07250418960608114
2025-02-27,0.07166986777481933
2025-02-28,0.0725391693192101
2025-03-03,0.071994926994596
2025-03-04,0.08433161602500844
2025-03-05,0.08751932424513682
2025-03-06,0.08746066626863741
2025-03-07,0.09013454065282177
2025-03-10,0.0898536376122486
2025-03-11,0.09292109001225858
2025-03-12,0.09441004005156925
2025-03-13,0.09450870458207014
2025-03-14,0.09614190920906254
2025-03-17,0.09644398182395207
2025-03-18,0.09408662873229946
2025-03-19,0.09530686297372551
2025-03-20,0.09556539738249326
2025-03-21,0.09556706324675861
2025-03-24,0.09814472010934715
2025-03-25,0.09816157444793815
2025-03-26,0.0981656793258503
2025-03-27,0.09795037635710056
2025-03-28,0.10087554172627698
2025-03-31,0.10110808480562566
2025-04-01,0.10024566166081599
2025-04-02,0.10022211283975117
2025-04-03,0.11659674098583787
2025-04-04,0.13079438593527812
2025-04-07,0.1339448189678168
2025-04-08,0.1373023722836619
2025-04-09,0.1450388151019643
2025-04-10,0.15041695209424208
2025-04-11,0.15063552899384428
2025-04-14,0.154035098136429
2025-04-15,0.1548951269494917
2025-04-16,0.15439572242955524
2025-04-17,0.15469336501282918
2025-04-18,0.1546226118684158
2025-04-21,0.15408585312909165
2025-04-22,0.15407789177533315
2025-04-23,0.15943095575783972
2025-04-24,0.1593540452788691
2025-04-25,0.15851100994571027
2025-04-28,0.1584431929060488
2025-04-29,0.15860835347074928
2025-04-30,0.1578576162091505
2025-05-01,0.15774762396833583
2025-05-02,0.15979947248363954
2025-05-05,0.1598470651913776
2025-05-06,0.15883762943748936
2025-05-07,0.15884698741811487
2025-05-08,0.15994348644149592
2025-05-09,0.15994179618707388
2025-05-12,0.1643022164171916
2025-05-13,0.16428539949543758
2025-05-14,0.16428354084052305
2025-05-15,0.16423663264622224
2025-05-16,0.16458294946609894
2025-05-19,0.16459135677374997
2025-05-20,0.164312895527598
2025-05-21,0.16446561537853643
2025-05-22,0.16415836811676807
2025-05-23,0.16361805202944596
2025-05-26,0.16300809571911923
2025-05-27,0.16341845573708647
2025-05-28,0.16317497392057118
2025-05-29,0.16317356175513584
2025-05-30,0.15735274882667383
2025-06-02,0.15560319926072172
2025-06-03,0.1564199982324042
2025-06-04,0.15468119725030716
2025-06-05,0.1543592014870489
2025-06-06,0.15214354098041644
2025-06-09,0.15142789916844285
2025-06-10,0.1511884820939969
2025-06-11,0.15038810329934169
2025-06-12,0.15055788327202968
2025-06-13,0.1506281843814868
2025-06-16,0.15001085570665207
2025-06-17,0.14987902037914616
2025-06-18,0.14986909916714303
2025-06-19,0.1485938839949861
2025-06-20,0.1486583182900232
2025-06-23,0.14853860971639832
2025-06-24,0.14881213037243524
2025-06-25,0.14667252980650944
2025-06-26,0.1464251617667839
2025-06-27,0.14599430877359587
2025-06-30,0.14600043312518765
2025-07-01,0.13179478935023253
2025-07-02,0.11496615675170194
2025-07-03,0.1097970585587796
2025-07-04,0.10754609858122913
2025-07-07,0.09285328398514575
2025-07-08,0.08680823908285344
2025-07-09,0.08566727980651666
2025-07-10,0.0782570657194604
2025-07-11,0.07804225717875059
2025-07-14,0.07650713526811491
2025-07-15,0.07492144285503369
2025-07-16,0.077187673134307
2025-07-17,0.07962270064825262
2025-07-18,0.07915725231301798
2025-07-21,0.07112376843299952
2025-07-22,0.07084965331856913
2025-07-23,0.07109194546294445
2025-07-24,0.07110007593642889
2025-07-25,0.07088723600015238
2025-07-28,0.07128190052678822
2025-07-29,0.0713009082263825
2025-07-30,0.06826551910311612
2025-07-31,0.0683479629006307
2025-08-01,0.07867471792333451
2025-08-04,0.07957772230257305
2025-08-05,0.07770930070584489
2025-08-06,0.07770632714020864
2025-08-07,0.06969256304691049
2025-08-08,0.06938540888166908
2025-08-11,0.06956160935786938
2025-08-12,0.06950293507766678
2025-08-13,0.06902515765500356
2025-08-14,0.06898845336868017
2025-08-15,0.06939435647813635
2025-08-18,0.06861074729630992
2025-08-19,0.06790985470800806
2025-08-20,0.06733160502573056
2025-08-21,0.06675968174941525
2025-08-22,0.06661558780489829
2025-08-25,0.06668517283587656
2025-08-26,0.06648805656208312
2025-08-27,0.06696294517859912
2025-08-28,0.06671567305263472
2025-08-29,0.06628090477074336
2025-09-01,0.06632271425355746
2025-09-02,0.06838252974863827
2025-09-03,0.06882571459744166
2025-09-04,0.0697342291125404
2025-09-05,0.07009010449786403
2025-09-08,0.07042670745470411
2025-09-09,0.06969823153866096
2025-09-10,0.06955183612233644
2025-09-11,0.06968252962451409
2025-09-12,0.0696606281174408
2025-09-15,0.06965356688211896
2025-09-16,0.06957127101499948
2025-09-17,0.06955496420978076
2025-09-18,0.0707778393902577
2025-09-19,0.07003163438247868
2025-09-22,0.07003314153856206
2025-09-23,0.07003280328938971
2025-09-24,0.06948957462301351
2025-09-25,0.06948633968559002
2025-09-26,0.06930680183535973
2025-09-29,0.06932352833977352
2025-09-30,0.06877875638816477
2025-10-01,0.0688149657147075
2025-10-02,0.06896323479383638
2025-10-03,0.06899707656077544
2025-10-06,0.06884458632943499
2025-10-07,0.0685770669933404
2025-10-08,0.06870548939354569
2025-10-09,0.0687034696629578
2025-10-10,0.07314540286535554
2025-10-13,0.0713794485053389
2025-10-14,0.06827951242789765
2025-10-15,0.0684693989469503
2025-10-16,0.06846493561774235
2025-10-17,0.07035473924482151
2025-10-20,0.07296038362133132
2025-10-21,0.07313184612730127
2025-10-22,0.07388631757810428
2025-10-23,0.07345157316839895
2025-10-24,0.07368210502404988
2025-10-27,0.07390491972947556
2025-10-28,0.07384553704888157
2025-10-29,0.062324472597050304
2025-10-30,0.06097579073600778
2025-10-31,0.0608938916414656
2025-11-03,0.06086396330750678
2025-11-04,0.06131918685451868
2025-11-05,0.06132284928061996
2025-11-06,0.06415415831881353
2025-11-07,0.06718461699890442
2025-11-10,0.07132195216671598
2025-11-11,0.07113048434455534
2025-11-12,0.07104186900635766
2025-11-13,0.0740493626825448
2025-11-14,0.07418605527336515
2025-11-17,0.07384797076388899
2025-11-18,0.07626864907310325
2025-11-19,0.07570084832841806
2025-11-20,0.07596894109544026
2025-11-21,0.07703816705284493
2025-11-24,0.07786641967482724
2025-11-25,0.07795385668813545
2025-11-26,0.07834829145251652
2025-11-27,0.07835448149814651
2025-11-28,0.07650766244035197
2025-12-01,0.07644943867869526
2025-12-02,0.07568043040167312
2025-12-03,0.07531795000016243
2025-12-04,0.07503678144319872
2025-12-05,0.07513760819838264
2025-12-08,0.07483531157308172
2025-12-09,0.07461103049574314
2025-12-10,0.07470284892981631
2025-12-11,0.07490404395568037
2025-12-12,0.07457185129351314
2025-12-15,0.07455280143125985
2025-12-16,0.07367269911462072
2025-12-17,0.07402532237170557
2025-12-18,0.07564147838678556
2025-12-19,0.07569598291199736
2025-12-22,0.0756572818879721
2025-12-23,0.07567255395781933
2025-12-24,0.07567265985766208
2025-12-25,0.07561129946516032
2025-12-26,0.07543699203956773
2025-12-29,0.07488181819349725
2025-12-30,0.07470584883133191
2025-12-31,0.0745917048112811
