,corr_rolling_63d
2024-05-24,0.18331173906278644
2024-05-27,0.18057644207478898
2024-05-28,0.18989187895250315
2024-05-29,0.16178089524253092
2024-05-30,0.16146448634849575
2024-05-31,0.18138479999269477
2024-06-03,0.17957878232708757
2024-06-04,0.2581431698406919
2024-06-05,0.2313621180027895
2024-06-06,0.2296726642418752
2024-06-07,0.2144947420791575
2024-06-10,0.22629882005145585
2024-06-11,0.2329197858684491
2024-06-12,0.2514838117652926
2024-06-13,0.2552577221702641
2024-06-14,0.2602706621746422
2024-06-17,0.2605467697218955
2024-06-18,0.20453638858360895
2024-06-19,0.20076181504817242
2024-06-20,0.1984726268305917
2024-06-21,0.1994064176584713
2024-06-24,0.26618840507203273
2024-06-25,0.2689207865404152
2024-06-26,0.2657878404872194
2024-06-27,0.26557292668472504
2024-06-28,0.26681459974146515
2024-07-01,0.2808744102304635
2024-07-02,0.2466556464669407
2024-07-03,0.29778689668929775
2024-07-04,0.29575163089599954
2024-07-05,0.30000773436230016
2024-07-08,0.29607484465575407
2024-07-09,0.26958247064631563
2024-07-10,0.2806397600342616
2024-07-11,0.27012828182726484
2024-07-12,0.29262825349590366
2024-07-15,0.3103113264736981
2024-07-16,0.29138719639122385
2024-07-17,0.35073138962027944
2024-07-18,0.39610121431192
2024-07-19,0.36564950236704075
2024-07-22,0.36043430008978594
2024-07-23,0.3589362164357287
2024-07-24,0.3689755489290664
2024-07-25,0.37121229285741575
2024-07-26,0.39206220649893464
2024-07-29,0.3962185299107131
2024-07-30,0.39219178956426143
2024-07-31,0.45083405229013906
2024-08-01,0.3935355445389056
2024-08-02,0.35252373606370524
2024-08-05,0.33249045166016544
2024-08-06,0.27849569118377693
2024-08-07,0.29752621590285566
2024-08-08,0.2956665132185866
2024-08-09,0.31059564276259033
2024-08-12,0.2932921821362595
2024-08-13,0.30891775637171986
2024-08-14,0.3107784647954436
2024-08-15,0.2973894504616574
2024-08-16,0.2974325782976353
2024-08-19,0.29580888458414517
2024-08-20,0.2946894324079796
2024-08-21,0.2881810389568787
2024-08-22,0.29298604283614677
2024-08-23,0.29718112554494214
2024-08-26,0.3182387522704408
2024-08-27,0.3236138449892975
2024-08-28,0.31569794818938157
2024-08-29,0.3234977842375155
2024-08-30,0.3183104942936534
2024-09-02,0.3323138806225501
2024-09-03,0.3260003021228369
2024-09-04,0.3316412409471685
2024-09-05,0.33266708797443084
2024-09-06,0.3372913050270533
2024-09-09,0.3032184226392696
2024-09-10,0.3054069596946786
2024-09-11,0.2957438704094161
2024-09-12,0.3122559892693338
2024-09-13,0.31922648621921035
2024-09-16,0.31964487444406237
2024-09-17,0.3206291503778154
2024-09-18,0.3034123173034558
2024-09-19,0.31036840558552864
2024-09-20,0.3179470537120236
2024-09-23,0.3155217724155739
2024-09-24,0.3187775169472442
2024-09-25,0.317949291305992
2024-09-26,0.3087274091079845
2024-09-27,0.311980945207124
2024-09-30,0.30863530514920057
2024-10-01,0.3002766710661259
2024-10-02,0.29999262159057094
2024-10-03,0.3043126854353576
2024-10-04,0.31360633609763744
2024-10-07,0.30940221020739844
2024-10-08,0.30931526306671975
2024-10-09,0.322531886488509
2024-10-10,0.3244090412617992
2024-10-11,0.3355413055640095
2024-10-14,0.30563991677710667
2024-10-15,0.2711821832847265
2024-10-16,0.26979734124516885
2024-10-17,0.2679084621229125
2024-10-18,0.22070470858158292
2024-10-21,0.1816825385913127
2024-10-22,0.1711244240556774
2024-10-23,0.18622731284130023
2024-10-24,0.19112040506142391
2024-10-25,0.19340513838942947
2024-10-28,0.14020241142871903
2024-10-29,0.1820488860324593
2024-10-30,0.16578580045312144
2024-10-31,0.1407147718438164
2024-11-01,0.2225830337966473
2024-11-04,0.19517834177927776
2024-11-05,0.19829589995714164
2024-11-06,0.39449078655518954
2024-11-07,0.385374805463446
2024-11-08,0.3955517561436994
2024-11-11,0.3746963399920182
2024-11-12,0.38575634269557496
2024-11-13,0.3772956311689715
2024-11-14,0.3852401685858123
2024-11-15,0.2654285737527657
2024-11-18,0.2745759105351495
2024-11-19,0.26647360348948584
2024-11-20,0.26326177149964997
2024-11-21,0.24175280416198627
2024-11-22,0.23049889111002175
2024-11-25,0.2292027559656737
2024-11-26,0.2312500789485656
2024-11-27,0.2514835596146997
2024-11-28,0.24262051070730206
2024-11-29,0.22339038496562075
2024-12-02,0.1984947760755306
2024-12-03,0.1729588432654423
2024-12-04,0.15314914008715935
2024-12-05,0.17274230780600225
2024-12-06,0.1715122385756093
2024-12-09,0.1824963234267017
2024-12-10,0.16841328878234668
2024-12-11,0.16368719606736598
2024-12-12,0.18388064328310752
2024-12-13,0.18965226018200845
2024-12-16,0.19951478881121965
2024-12-17,0.20635835716898043
2024-12-18,0.18342985220199054
2024-12-19,0.28548606905495216
2024-12-20,0.2840380974743699
2024-12-23,0.2857657067806241
2024-12-24,0.30106108749255156
2024-12-25,0.3110902589469605
2024-12-26,0.3108498599871947
2024-12-27,0.32740020503849654
2024-12-30,0.32806946047762675
2024-12-31,0.32252444450725015
2025-01-01,0.32304384673234415
2025-01-02,0.30363783675455824
2025-01-03,0.316499502065255
2025-01-06,0.31110564963237525
2025-01-07,0.32490238195729704
2025-01-08,0.3297486183572347
2025-01-09,0.3360468583489954
2025-01-10,0.3357772745393267
2025-01-13,0.33875324952397956
2025-01-14,0.34129278226369547
2025-01-15,0.35106919282038856
2025-01-16,0.3423306805815857
2025-01-17,0.3560786139736902
2025-01-20,0.35798209163508227
2025-01-21,0.35733412793381913
2025-01-22,0.3518231155384797
2025-01-23,0.3528829851251045
2025-01-24,0.35291754227398286
2025-01-27,0.3538777979243355
2025-01-28,0.3571457687556828
2025-01-29,0.3549994890806074
2025-01-30,0.34730894787572325
2025-01-31,0.3457651500118331
2025-02-03,0.22363729357707807
2025-02-04,0.22648114754153997
2025-02-05,0.19608029496722915
2025-02-06,0.22067728775232942
2025-02-07,0.2351745378966591
2025-02-10,0.23647918513686547
2025-02-11,0.22653261952202264
2025-02-12,0.3169977616599677
2025-02-13,0.28666536465502096
2025-02-14,0.2862818872654602
2025-02-17,0.29290954909397354
2025-02-18,0.30130835200272427
2025-02-19,0.2934546166682302
2025-02-20,0.2941534339363279
2025-02-21,0.2650424880758013
2025-02-24,0.2518661816702398
2025-02-25,0.26038013858143
2025-02-26,0.3112863930839382
2025-02-27,0.3217461565784415
2025-02-28,0.32165598042081534
2025-03-03,0.3343296578795123
2025-03-04,0.4774699152067422
2025-03-05,0.529360720030232
2025-03-06,0.5314551767245521
2025-03-07,0.5430456020603199
2025-03-10,0.5429629906412367
2025-03-11,0.5186514259711686
2025-03-12,0.5364665416294813
2025-03-13,0.5249834520332679
2025-03-14,0.5448478857564863
2025-03-17,0.5597763556459565
2025-03-18,0.5272592290014292
2025-03-19,0.5340348890889887
2025-03-20,0.5366213206064632
2025-03-21,0.522507164384745
2025-03-24,0.5088484536901151
2025-03-25,0.5028304733994232
2025-03-26,0.5044782402406014
2025-03-27,0.4922412436761318
2025-03-28,0.4919054892859126
2025-03-31,0.4913908943528778
2025-04-01,0.4861394536531047
2025-04-02,0.4822064933452953
2025-04-03,0.5636569177900739
2025-04-04,0.638936021152216
2025-04-07,0.6069046861958791
2025-04-08,0.2325426675639417
2025-04-09,0.10569072800803007
2025-04-10,-0.11087687223907106
2025-04-11,-0.12517792590280302
2025-04-14,-0.13337862165487413
2025-04-15,-0.12035116321970549
2025-04-16,-0.13301311224339113
2025-04-17,-0.13206920169885494
2025-04-18,-0.13386467242375888
2025-04-21,-0.1336630423701858
2025-04-22,-0.13377926273703702
2025-04-23,-0.10328257319348912
2025-04-24,-0.09141545721558103
2025-04-25,-0.08997485821161307
2025-04-28,-0.09032757466091922
2025-04-29,-0.08984491694097099
2025-04-30,-0.09505947379737463
2025-05-01,-0.09414025224071416
2025-05-02,-0.10881854928334628
2025-05-05,-0.1102639104737235
2025-05-06,-0.11950455800508787
2025-05-07,-0.11847552395306452
2025-05-08,-0.1153927876392283
2025-05-09,-0.11510578921637361
2025-05-12,-0.10654747025614766
2025-05-13,-0.10198948623064595
2025-05-14,-0.10217493147749149
2025-05-15,-0.10402884078713655
2025-05-16,-0.1015876145649937
2025-05-19,-0.10170331401127236
2025-05-20,-0.10077483753871912
2025-05-21,-0.0980001199499502
2025-05-22,-0.09696957005894191
2025-05-23,-0.09824448885866795
2025-05-26,-0.10818514056758906
2025-05-27,-0.10405632702020098
2025-05-28,-0.09998562104265868
2025-05-29,-0.09927062065720998
2025-05-30,-0.14378023933721368
2025-06-02,-0.17487098736763731
2025-06-03,-0.17141613286234997
2025-06-04,-0.1867974382933236
2025-06-05,-0.18777706365284347
2025-06-06,-0.19050378975193233
2025-06-09,-0.19993516307767958
2025-06-10,-0.1968182912043894
2025-06-11,-0.20677031604483362
2025-06-12,-0.2087029069601988
2025-06-13,-0.2019239201741227
2025-06-16,-0.2088393909640737
2025-06-17,-0.21490000751675029
2025-06-18,-0.21300886422163692
2025-06-19,-0.21640620981985378
2025-06-20,-0.21533590583888584
2025-06-23,-0.2176606949988436
2025-06-24,-0.21778846167612592
2025-06-25,-0.2213047090050456
2025-06-26,-0.22101992783846286
2025-06-27,-0.21839416180979943
2025-06-30,-0.2174902596604024
2025-07-01,-0.3039882336077651
2025-07-02,-0.50045049806564
2025-07-03,-0.5323106380112824
2025-07-04,-0.460572458391793
2025-07-07,-0.3679668708604457
2025-07-08,0.04458632364790711
2025-07-09,0.14787705575160826
2025-07-10,0.20179864567584385
2025-07-11,0.19274125643657591
2025-07-14,0.22602652239921597
2025-07-15,0.20193230049127195
2025-07-16,0.18010098878221367
2025-07-17,0.19027919703439986
2025-07-18,0.1974514807066684
2025-07-21,0.08792247766341044
2025-07-22,0.05082025520711595
2025-07-23,0.030184356488676938
2025-07-24,0.039453490166078777
2025-07-25,0.035283609814827324
2025-07-28,0.02794799008803187
2025-07-29,0.02291269196336395
2025-07-30,0.18440056726933352
2025-07-31,0.19409009160250384
2025-08-01,0.2551596318161091
2025-08-04,0.23927486076223456
2025-08-05,0.22102348227086607
2025-08-06,0.21969007830859474
2025-08-07,0.24708382819596258
2025-08-08,0.24753412415392934
2025-08-11,0.24591251500507094
2025-08-12,0.28286148799781047
2025-08-13,0.2635743799156793
2025-08-14,0.2654140131737899
2025-08-15,0.2942236175449657
2025-08-18,0.2890158814854652
2025-08-19,0.26412312225203854
2025-08-20,0.26734133351110245
2025-08-21,0.2755309704417449
2025-08-22,0.2866474958062643
2025-08-25,0.2889876034409066
2025-08-26,0.28556389261446175
2025-08-27,0.26805903765761807
2025-08-28,0.266980863845475
2025-08-29,0.2686844384202655
2025-09-01,0.269080111764279
2025-09-02,0.29004255942155
2025-09-03,0.2811040517963451
2025-09-04,0.29964928019184617
2025-09-05,0.2994094095505051
2025-09-08,0.29397471046713136
2025-09-09,0.27813977967342995
2025-09-10,0.2554330668918287
2025-09-11,0.23837990966850167
2025-09-12,0.25446412657657763
2025-09-15,0.252357885195589
2025-09-16,0.23619593276447115
2025-09-17,0.23872757246216197
2025-09-18,0.2535242361100272
2025-09-19,0.24189375282400807
2025-09-22,0.250020371313535
2025-09-23,0.2483492681269898
2025-09-24,0.24224686880996438
2025-09-25,0.24386746911420082
2025-09-26,0.24408090732219895
2025-09-29,0.24230563207906172
2025-09-30,0.24131324017341121
2025-10-01,0.24985414921461063
2025-10-02,0.2592527540688731
2025-10-03,0.24380833731706225
2025-10-06,0.23898729678709524
2025-10-07,0.2394084923856483
2025-10-08,0.2295371064039844
2025-10-09,0.22454610994119736
2025-10-10,0.23317804889909077
2025-10-13,0.2506016943522442
2025-10-14,0.23095575509450067
2025-10-15,0.24845000382229387
2025-10-16,0.24488584757230575
2025-10-17,0.29785374661397584
2025-10-20,0.30446328496793346
2025-10-21,0.3067586430395531
2025-10-22,0.3215001134579311
2025-10-23,0.32824039084787854
2025-10-24,0.3322728908895384
2025-10-27,0.32730407850213517
2025-10-28,0.3173525638903141
2025-10-29,0.3233557841205556
2025-10-30,0.3473710583577699
2025-10-31,0.35429405820816856
2025-11-03,0.35613523148699877
2025-11-04,0.3615874426013123
2025-11-05,0.3539570342077866
2025-11-06,0.3501616983276879
2025-11-07,0.40008089946352027
2025-11-10,0.38710335567858073
2025-11-11,0.38467001797981465
2025-11-12,0.3765461969619995
2025-11-13,0.40831719985209325
2025-11-14,0.42770460980937586
2025-11-17,0.42825030513693824
2025-11-18,0.44094864274195406
2025-11-19,0.4259254688142368
2025-11-20,0.42712427259312563
2025-11-21,0.44125352327424533
2025-11-24,0.44526540467380255
2025-11-25,0.45194924120742025
2025-11-26,0.44283314256714634
2025-11-27,0.44158365503123886
2025-11-28,0.44036827553327146
2025-12-01,0.4466113869395139
2025-12-02,0.4343956209434495
2025-12-03,0.43403827364193415
2025-12-04,0.438819254158588
2025-12-05,0.4557917238464444
2025-12-08,0.45053524156490204
2025-12-09,0.4712364681317345
2025-12-10,0.47098398371601047
2025-12-11,0.47181884887617326
2025-12-12,0.4786730120620097
2025-12-15,0.4787340000538167
2025-12-16,0.4700081855596977
2025-12-17,0.47268668715743684
2025-12-18,0.47855345008865413
2025-12-19,0.4822168855719764
2025-12-22,0.48125577017788995
2025-12-23,0.4860689348191745
2025-12-24,0.4899417662106584
2025-12-25,0.4916808554743925
2025-12-26,0.5142031067988764
2025-12-29,0.5070631483112001
2025-12-30,0.49826075407048553
2025-12-31,0.5142090691108425
